make,model,year,rate,rating,reviews,trips_taken,created,city,state,distance,price,days_listed,avg_trips_taken_per_day,avg_rate_per_day,price_vs_rate_per_day
Porsche,Cayenne,2004,95.0,5,1,5,2014-08-18 11:25:12,Berkeley Heights,NJ,19.2905826569,14614.0,278,0.0179856115108,1.70863309353,8553.03578947
Toyota,Camry Hybrid,2007,59.0,5,2,3,2014-08-18 10:37:15,Berkeley Heights,NJ,19.3847122192,11707.0,278,0.0107913669065,0.636690647482,18387.2655367
Toyota,Corolla,2009,30.0,5,1,3,2013-02-24 13:47:58,Iselin,NJ,16.4642276764,11070.375,818,0.00366748166259,0.110024449878,100617.408333
Hyundai,Santa Fe,2005,42.0,5,3,5,2015-02-26 13:50:23,MOUNTAIN LAKES,NJ,21.8799381256,8058.33333333,86,0.0581395348837,2.44186046512,3300.07936508
Toyota,Prius,2010,44.0,None,0,0,2015-05-05 17:09:48,Sayreville,NJ,24.1079616547,14915.4,18,0.0,0.0,None
BMW,M4,2015,400.0,None,0,0,2015-05-23 19:06:06,Dumont,NJ,15.3372612,61379.5,0,None,None,None
Cadillac,Escalade ESV,2014,285.0,None,0,0,2015-05-09 09:32:21,Colonia,NJ,16.0272598267,55399.0,14,0.0,0.0,None
Nissan,Cube,2009,30.0,None,0,4,2014-02-06 07:43:34,morristown,NJ,21.449754715,10334.6,471,0.00849256900212,0.254777070064,40563.305
Dodge,Grand Caravan,2010,55.0,5,6,19,2013-11-05 15:33:56,Morristown,NJ,22.9893016815,12505.0,564,0.0336879432624,1.85283687943,6749.11004785
Chevrolet,Cruze,2014,45.0,5,5,9,2014-04-02 20:46:49,Morristown,NJ,23.0105228424,14321.3,416,0.0216346153846,0.973557692308,14710.2735802
Jaguar,XF,2010,119.0,None,0,2,2015-03-16 01:35:00,Upper Saddle River,NJ,22.4179821014,29338.75,68,0.0294117647059,3.5,8382.5
Cadillac,ATS,2014,129.0,5,1,2,2015-04-08 00:03:52,Upper Saddle River,NJ,22.4331302643,26173.3125,45,0.0444444444444,5.73333333333,4565.11264535
Nissan,Murano CrossCabriolet,2013,139.0,3,2,3,2015-02-17 02:15:14,Upper Saddle River,NJ,22.4819278717,27638.0,95,0.0315789473684,4.38947368421,6296.42685851
Chevrolet,Cavalier,2003,10.0,5,3,6,2014-05-25 09:52:57,Keyport,NJ,21.209733963,3775.5,363,0.0165289256198,0.165289256198,22841.775
Hyundai,Santa Fe,2015,129.0,None,0,0,2015-04-24 18:45:36,Upper Saddle River,NJ,22.513469696,28992.3333333,29,0.0,0.0,None
Toyota,Highlander,2015,149.0,None,0,0,2015-04-08 00:50:55,Upper Saddle River,NJ,22.4917602539,None,45,0.0,0.0,None
Nissan,Altima,2013,65.0,None,0,0,2015-05-05 09:28:30,Fords,NJ,18.3738613129,17028.6666667,18,0.0,0.0,None
Honda,Accord,2011,59.0,5,1,1,2015-04-27 17:01:42,Edison,NJ,22.2373638153,16504.6190476,26,0.0384615384615,2.26923076923,7273.22195319
Hyundai,Elantra,2001,30.0,None,0,0,2013-08-02 10:53:54,Edison,NJ,22.6323509216,2453.25,659,0.0,0.0,None
Mercedes-Benz,SLK-Class,2012,399.0,5,1,3,2014-05-28 07:44:12,Edison,NJ,21.868270874,35747.0,360,0.00833333333333,3.325,10750.9774436
Ford,Mustang,2007,89.0,None,0,0,2015-02-18 22:15:40,Pequannock,NJ,18.8920612335,13447.125,94,0.0,0.0,None
Honda,Accord,2004,39.0,None,0,0,2015-01-15 09:53:04,Morristown,NJ,21.0422229767,7013.44117647,128,0.0,0.0,None
Infiniti,G Sedan,2011,90.0,None,0,0,2014-08-13 16:34:06,Morristown,NJ,21.9659862518,21699.8,283,0.0,0.0,None
Toyota,Camry,2011,50.0,None,0,0,2015-04-30 14:11:27,Pompton Lakes,NJ,22.3969516754,15106.7,23,0.0,0.0,None
